Date,Open,High,Low,Close,Volume,Risk Free Rate
2023-01-01,9.96,10.08,9.68,9.99,2293379.845,
2023-01-02,9.98,12.0,9.79,11.29,5627741.8,
2023-01-03,11.28,13.91,11.0,13.39,8002676.452,0.0379299998283386
2023-01-04,13.38,14.25,12.81,13.42,8093174.994,0.0370900011062622
2023-01-05,13.41,13.87,12.94,13.43,3743729.074,0.0372000002861022
2023-01-06,13.42,13.6,12.68,13.5,3748066.142,0.0356900000572204
2023-01-07,13.5,13.51,13.01,13.1,1381567.828,0.0356900000572204
2023-01-08,13.09,14.89,12.85,14.47,3623814.468,0.0356900000572204
2023-01-09,14.45,17.56,14.27,16.25,12215215.147,0.0351699995994567
2023-01-10,16.25,16.73,15.57,16.21,5500824.158,0.0362100005149841
2023-01-11,16.2,16.61,15.28,16.36,3789589.067,0.0355399990081787
2023-01-12,16.37,17.0,15.57,16.6,4903089.036,0.0344899988174438
2023-01-13,16.59,18.63,16.3,18.3,5382618.488,0.03510999917984
2023-01-14,18.3,24.75,18.21,24.25,13699190.694,0.03510999917984
2023-01-15,24.26,25.0,21.97,22.88,5806747.641,0.03510999917984
2023-01-16,22.9,25.0,22.25,23.59,6351359.383,0.03510999917984
2023-01-17,23.58,23.98,22.7,22.86,3157413.968,0.0353500008583068
2023-01-18,22.86,23.64,20.22,20.78,5296878.792,0.03375
2023-01-19,20.77,21.88,20.41,21.39,3145864.668,0.0339700007438659
2023-01-20,21.39,25.83,20.93,25.51,5211914.697,0.0348399996757507
2023-01-21,25.5,26.47,24.32,24.56,6225647.975,0.0348399996757507
2023-01-22,24.56,25.44,23.49,24.22,4099364.09,0.0348399996757507
2023-01-23,24.23,24.93,23.71,24.34,3372343.385,0.0352500009536743
2023-01-24,24.34,25.23,22.36,22.77,2659931.339,0.0346900010108947
2023-01-25,22.76,25.43,22.21,24.53,3807162.525,0.0346199989318847
2023-01-26,24.53,25.23,23.77,24.35,2212282.462,0.0349300003051757
2023-01-27,24.35,24.96,23.32,24.44,2571143.469,0.0351799988746643
2023-01-28,24.42,25.21,23.72,24.01,1343086.172,0.0351799988746643
2023-01-29,24.01,26.77,23.72,26.07,2914776.665,0.0351799988746643
2023-01-30,26.07,26.33,23.29,23.96,3260422.376,0.0355100011825561
2023-01-31,23.96,24.46,23.48,23.93,1703248.434,0.0352900004386901
2023-02-01,23.92,25.21,22.49,25.0,3264118.901,0.0339700007438659
2023-02-02,25.0,26.15,24.04,24.32,3151936.046,0.0339599990844726
2023-02-03,24.33,25.31,24.05,24.69,2025301.094,0.0353200006484985
2023-02-04,24.69,24.95,24.18,24.34,602899.251,0.0353200006484985
2023-02-05,24.33,24.48,23.03,23.48,1244154.212,0.0353200006484985
2023-02-06,23.47,23.74,22.5,22.65,1086129.31,0.036340000629425
2023-02-07,22.65,23.97,22.54,23.84,1554485.214,0.0367400002479553
2023-02-08,23.83,24.2,22.8,23.23,1190976.851,0.0365300011634826
2023-02-09,23.22,23.35,19.99,20.48,2128922.411,0.0368300008773803
2023-02-10,20.49,21.23,19.71,20.11,1727086.404,0.0374399995803833
2023-02-11,20.11,20.93,20.11,20.83,751725.124,0.0374399995803833
2023-02-12,20.82,22.53,20.63,21.49,1287936.818,0.0374399995803833
2023-02-13,21.51,21.61,19.76,20.8,1888641.862,0.0371700000762939
2023-02-14,20.8,22.4,20.68,21.84,2121794.069,0.03760999917984
2023-02-15,21.84,23.99,21.46,23.87,1887734.758,0.0380900001525878
2023-02-16,23.87,24.17,22.2,22.25,2517614.431,0.0384299993515014
2023-02-17,22.25,23.56,22.03,23.16,1522464.606,0.0382800006866455
2023-02-18,23.16,23.94,22.93,23.46,884699.901,0.0382800006866455
2023-02-19,23.47,25.65,23.21,24.85,2292422.983,0.0382800006866455
2023-02-20,24.83,27.12,24.12,26.27,3398578.065,0.0382800006866455
2023-02-21,26.26,26.62,24.48,24.98,2068378.627,0.0395499992370605
2023-02-22,24.98,25.24,23.22,24.17,2305789.717,0.0392300009727478
2023-02-23,24.17,24.71,23.6,23.92,1200618.478,0.0387899994850158
2023-02-24,23.92,24.15,22.45,23.07,1334551.821,0.0394899988174438
2023-02-25,23.07,23.34,21.43,22.38,926127.05,0.0394899988174438
2023-02-26,22.38,23.54,22.22,23.27,740786.347,0.0394899988174438
2023-02-27,23.26,23.41,22.32,22.66,1407654.209,0.0392199993133544
2023-02-28,22.67,22.75,21.75,21.89,1158994.493,0.0391599988937377
2023-03-01,21.89,22.92,21.65,22.51,923812.166,0.0399399995803833
2023-03-02,22.5,22.66,21.67,22.0,942244.533,0.0407299995422363
2023-03-03,22.01,22.01,20.35,21.42,1693949.31,0.0396399998664855
2023-03-04,21.43,21.62,20.32,20.98,441641.679,0.0396399998664855
2023-03-05,20.99,21.71,20.84,20.96,1324542.922,0.0396399998664855
2023-03-06,20.96,21.18,20.47,20.62,1489046.717,0.0398300004005432
2023-03-07,20.63,20.96,19.71,20.24,2129571.604,0.0397499990463256
2023-03-08,20.24,20.38,18.11,18.42,3497335.508,0.0397600007057189
2023-03-09,18.41,18.77,16.7,17.35,4688354.681,0.0392499995231628
2023-03-10,17.34,18.43,16.01,18.23,6358773.822,0.0369499993324279
2023-03-11,18.23,19.15,17.04,18.21,2667869.494,0.0369499993324279
2023-03-12,18.22,20.67,17.87,20.35,2488748.938,0.0369499993324279
2023-03-13,20.34,21.5,18.89,20.47,6089330.693,0.0351500010490417
2023-03-14,20.47,22.21,19.84,20.93,5062066.491,0.0363800001144409
2023-03-15,20.93,21.56,18.76,19.33,3981409.418,0.0349200010299682
2023-03-16,19.33,19.96,18.95,19.72,2236276.727,0.0358500003814697
2023-03-17,19.71,21.72,19.47,21.65,3321115.739,0.0339499998092651
2023-03-18,21.63,22.97,21.12,21.27,3168324.789,0.0339499998092651
2023-03-19,21.27,22.5,21.25,21.92,1812429.228,0.0339499998092651
2023-03-20,21.94,23.99,21.43,22.2,5114036.049,0.0348099994659423
2023-03-21,22.2,23.39,21.6,22.6,3395288.386,0.0360599994659423
2023-03-22,22.59,23.13,21.0,21.46,3786350.084,0.035
2023-03-23,21.47,22.8,21.15,22.2,2677672.353,0.0340599989891052
2023-03-24,22.2,22.31,20.29,20.67,3006679.02,0.0338000011444091
2023-03-25,20.66,20.99,20.12,20.44,775036.502,0.0338000011444091
2023-03-26,20.43,21.16,20.31,20.96,529720.049,0.0338000011444091
2023-03-27,20.96,21.01,19.35,19.9,1161581.199,0.0352800011634826
2023-03-28,19.92,20.88,19.62,20.45,1359772.667,0.0356399989128112
2023-03-29,20.47,21.56,20.43,21.1,1064603.761,0.0356599998474121
2023-03-30,21.11,21.68,20.16,20.55,1608552.352,0.0355100011825561
2023-03-31,20.54,21.49,20.04,21.17,953150.287,0.0349399995803833
2023-04-01,21.17,21.34,20.76,21.09,416506.698,0.0349399995803833
2023-04-02,21.09,21.31,20.24,20.53,459185.446,0.0349399995803833
2023-04-03,20.52,21.01,19.97,20.47,1717807.042,0.034300000667572
2023-04-04,20.47,21.27,20.3,20.92,792504.343,0.0333699989318847
2023-04-05,20.92,21.35,20.57,20.97,976730.283,0.0328699994087219
2023-04-06,20.96,21.0,20.45,20.63,658935.551,0.0328800010681152
2023-04-07,20.62,20.78,20.24,20.45,542840.811,0.0328800010681152
2023-04-08,20.46,20.74,19.87,20.04,786699.13,0.0328800010681152
2023-04-09,20.05,20.45,19.89,20.3,314324.93,0.0328800010681152
2023-04-10,20.3,20.97,20.08,20.92,879505.038,0.0341499996185302
2023-04-11,20.92,23.74,20.83,23.01,3680239.476,0.0343400001525878
2023-04-12,23.02,24.49,22.34,23.82,3479880.838,0.0342100000381469
2023-04-13,23.82,25.29,23.67,24.47,1863477.024,0.0345199990272521
2023-04-14,24.47,25.53,23.76,24.74,2570229.789,0.0352200007438659
2023-04-15,24.74,24.81,23.83,24.07,939359.824,0.0352200007438659
2023-04-16,24.07,25.5,23.85,25.37,1117327.303,0.0352200007438659
2023-04-17,25.36,26.03,24.32,24.6,2369621.315,0.0359100008010864
2023-04-18,24.59,25.45,23.99,24.83,1540583.599,0.0357200002670288
2023-04-19,24.83,24.99,22.0,22.68,2733633.875,0.0360199999809265
2023-04-20,22.68,23.18,21.55,22.2,2271779.822,0.0354500007629394
2023-04-21,22.19,22.41,20.98,21.25,1847561.735,0.0356999993324279
2023-04-22,21.25,22.01,21.05,21.8,608485.311,0.0356999993324279
2023-04-23,21.8,22.26,20.95,21.47,717627.422,0.0356999993324279
2023-04-24,21.47,22.02,21.0,21.38,720502.803,0.0351500010490417
2023-04-25,21.38,21.97,20.74,21.94,969226.068,0.0339599990844726
2023-04-26,21.93,22.97,20.36,21.28,1775900.932,0.034319999217987
2023-04-27,21.29,22.59,21.18,22.32,1269012.67,0.0352800011634826
2023-04-28,22.33,23.52,22.18,23.36,1635976.596,0.0345199990272521
2023-04-29,23.36,23.9,22.93,23.2,846805.349,0.0345199990272521
2023-04-30,23.19,24.0,22.68,22.73,949742.213,0.0345199990272521
2023-05-01,22.72,22.88,21.54,21.96,1228115.383,0.0357399988174438
2023-05-02,21.96,22.39,21.75,22.26,707608.571,0.0343899989128112
2023-05-03,22.26,22.31,21.24,22.24,942252.801,0.0340300011634826
2023-05-04,22.26,22.5,21.62,21.75,676675.907,0.0335100007057189
2023-05-05,21.75,23.08,21.6,22.85,1324256.78,0.0344600009918212
2023-05-06,22.84,23.3,21.6,21.96,1022446.308,0.0344600009918212
2023-05-07,21.96,22.8,21.66,21.68,873766.647,0.0344600009918212
2023-05-08,21.66,21.84,19.99,20.66,1748495.73,0.0352099990844726
2023-05-09,20.66,21.02,20.42,20.68,850956.29,0.0352099990844726
2023-05-10,20.67,21.33,19.89,20.94,1461221.023,0.0343899989128112
2023-05-11,20.94,20.95,19.8,20.19,1059748.679,0.0339700007438659
2023-05-12,20.18,20.96,19.81,20.93,1286215.553,0.034630000591278
2023-05-13,20.92,21.29,20.79,20.85,477745.511,0.034630000591278
2023-05-14,20.84,21.29,20.63,20.94,417121.481,0.034630000591278
2023-05-15,20.94,21.53,20.61,20.98,1071996.153,0.0350799989700317
2023-05-16,20.98,21.14,20.44,20.68,1045238.299,0.0354900002479553
2023-05-17,20.67,21.21,20.43,21.06,878612.956,0.0358100008964538
2023-05-18,21.06,21.09,20.08,20.34,1046611.407,0.0364800000190734
2023-05-19,20.34,20.58,20.21,20.35,443670.868,0.0369199991226196
2023-05-20,20.35,20.36,20.11,20.28,425653.272,0.0369199991226196
2023-05-21,20.27,20.39,19.37,19.62,590066.458,0.0369199991226196
2023-05-22,19.62,20.03,19.29,19.53,960549.473,0.0371900010108947
2023-05-23,19.53,20.18,19.42,20.02,811692.441,0.0369799995422363
2023-05-24,20.03,20.07,18.71,19.22,1015065.369,0.0371900010108947
2023-05-25,19.21,19.58,18.77,19.25,678749.003,0.0381399989128112
2023-05-26,19.25,19.56,19.09,19.36,407932.369,0.0380999994277954
2023-05-27,19.36,20.54,19.33,20.43,437767.181,0.0380999994277954
