,Open,High,Low,Close,Volume,Risk Free Rate
2020-02-03,188.22,195.21,186.25,189.42,89093.19595622,0.015199999809265136
2020-02-04,189.41,191.37,184.29,188.24,89059.71463466,0.01603000044822693
2020-02-05,188.25,207.93,186.89,204.0,143938.17466042,0.0164900004863739
2020-02-06,204.01,216.49,200.54,212.95,162316.43667648,0.016440000534057617
2020-02-07,212.94,224.78,212.94,223.22,161651.51487279,0.015779999494552614
2020-02-08,223.22,228.4,213.24,223.37,137475.60159995,0.015779999494552614
2020-02-09,223.36,230.9,223.16,228.8,111211.55092349,0.015779999494552614
2020-02-10,228.8,229.6,216.31,222.85,106485.3898759,0.015470000505447388
2020-02-11,222.86,239.92,217.83,237.98,174444.85728588,0.01590000033378601
2020-02-12,237.99,276.15,237.95,266.49,293996.34960631,0.016299999952316284
2020-02-13,266.63,278.01,253.75,268.42,264197.24736242,0.016169999837875367
2020-02-14,268.37,287.98,260.13,286.27,191566.74315799,0.015880000591278077
2020-02-15,285.95,290.0,261.35,264.92,251243.79219334,0.015880000591278077
2020-02-16,264.83,274.0,236.37,258.5,248679.14437688,0.015880000591278077
2020-02-17,258.58,269.0,242.36,268.03,204959.48476961,0.015880000591278077
2020-02-18,268.2,286.87,259.24,283.31,211662.70708459,0.015559999942779542
2020-02-19,283.34,287.13,250.0,258.66,239803.85463207,0.015700000524520873
2020-02-20,258.51,264.26,245.25,257.4,203271.5155604,0.015249999761581421
2020-02-21,257.2,268.71,254.1,265.8,136892.24699258,0.014709999561309814
2020-02-22,265.79,267.04,256.3,262.08,63814.59112412,0.014709999561309814
2020-02-23,261.94,276.62,261.53,275.48,104405.13989679,0.014709999561309814
2020-02-24,275.48,278.13,256.06,265.31,197775.66826806,0.013769999742507935
2020-02-25,265.53,266.24,244.44,246.5,152709.51365655,0.013300000429153443
2020-02-26,246.28,250.84,215.33,223.5,404352.61565839,0.01309999942779541
2020-02-27,223.78,239.0,209.26,227.63,342714.17971542,0.012990000247955323
2020-02-28,227.6,234.9,213.63,227.37,258340.98757632,0.011269999742507935
2020-02-29,227.13,233.32,216.83,217.31,93401.32179224,0.011269999742507935
2020-03-01,217.36,227.99,211.5,217.26,144339.90935814,0.011269999742507935
2020-03-02,217.34,234.5,215.75,232.12,189047.53250784,0.010880000591278076
2020-03-03,232.12,232.92,220.0,223.75,173987.90547375,0.010099999904632569
2020-03-04,223.72,228.83,220.39,224.56,106846.75811775,0.009919999837875367
2020-03-05,224.49,234.47,224.49,228.64,160025.91518532,0.009259999990463256
2020-03-06,228.6,245.84,227.77,245.56,140307.21140132,0.007059999704360962
2020-03-07,245.53,253.01,236.67,237.75,147025.87399131,0.007059999704360962
2020-03-08,237.75,237.75,196.0,199.46,293962.39516435,0.007059999704360962
2020-03-09,199.51,208.65,189.85,202.77,461839.12853606,0.004990000128746033
2020-03-10,202.76,206.28,195.17,200.5,184956.93858031,0.0074800002574920655
2020-03-11,200.63,202.98,181.0,194.61,240340.20653555,0.008199999928474427
2020-03-12,194.62,195.64,101.22,110.3,1290935.34805301,0.008489999771118164
2020-03-13,110.3,148.0,90.0,135.51,1322282.9798003,0.009509999752044678
2020-03-14,135.44,135.9,120.71,122.17,284672.85934781,0.009509999752044678
2020-03-15,122.11,134.1,119.84,123.3,438391.83520594,0.009509999752044678
2020-03-16,123.33,123.75,100.5,111.38,891238.58022214,0.007279999852180481
2020-03-17,111.36,121.49,109.66,116.09,418552.55664492,0.00996999979019165
2020-03-18,116.06,118.88,110.18,118.6,306306.60980115,0.012660000324249267
2020-03-19,118.59,144.44,115.72,136.68,486951.21183315,0.011189999580383301
2020-03-20,136.65,154.0,115.51,133.27,626525.45202553,0.009380000233650208
2020-03-21,133.35,137.64,125.84,132.79,259380.31056445,0.009380000233650208
2020-03-22,132.79,137.38,120.9,122.42,261957.09352208,0.009380000233650208
2020-03-23,122.31,138.0,119.2,137.0,392334.34456747,0.007639999985694885
2020-03-24,137.0,144.16,133.04,139.0,328276.63196021,0.008159999847412109
2020-03-25,138.95,142.79,132.5,136.26,228043.63383605,0.008579999804496766
2020-03-26,136.35,140.36,133.52,139.0,168611.79605607,0.008109999895095825
2020-03-27,139.0,142.5,130.0,131.56,173786.92012003,0.007490000128746033
2020-03-28,131.56,133.8,125.01,131.35,172811.93639922,0.007490000128746033
2020-03-29,131.36,132.18,123.72,124.35,93067.42014241,0.007490000128746033
2020-03-30,124.43,135.48,124.05,132.32,154018.23932986,0.006700000166893006
2020-03-31,132.3,135.35,130.45,133.08,86613.22974083,0.006980000138282776
2020-04-01,133.08,137.4,128.6,136.14,99102.5178578,0.006349999904632569
2020-04-02,136.14,150.5,135.5,141.53,214501.14100152,0.0062699997425079345
2020-04-03,141.48,146.81,138.0,141.54,120557.4337924,0.005870000123977661
2020-04-04,141.48,146.69,139.04,144.48,85410.10645987,0.005870000123977661
2020-04-05,144.49,145.98,140.81,142.79,64777.90082877,0.005870000123977661
2020-04-06,142.79,172.19,142.79,171.5,398555.26124929,0.006759999990463257
2020-04-07,171.56,176.82,161.47,164.57,533130.95121358,0.007360000014305115
2020-04-08,164.54,174.77,163.49,173.36,192588.6023951,0.007639999985694885
2020-04-09,173.43,173.55,165.32,169.75,165254.80474587,0.007289999723434448
2020-04-10,169.71,170.39,152.3,158.1,258810.1653336,0.007289999723434448
2020-04-11,158.1,161.5,154.2,158.55,96587.83228092,0.007289999723434448
2020-04-12,158.68,165.45,155.31,158.87,133037.62244785,0.007289999723434448
2020-04-13,158.82,159.44,149.7,156.76,233848.97745777,0.007490000128746033
2020-04-14,156.76,163.0,155.56,158.65,198839.23382124,0.007519999742507935
2020-04-15,158.68,161.5,152.17,152.77,142489.51028959,0.006380000114440918
2020-04-16,152.76,175.2,148.08,172.55,376129.26054849,0.00609000027179718
2020-04-17,172.58,175.1,168.5,170.89,136537.58680864,0.006539999842643738
2020-04-18,170.85,191.22,170.69,187.88,320092.58324239,0.006539999842643738
2020-04-19,187.85,189.92,176.53,180.39,194900.14018716,0.006539999842643738
2020-04-20,180.28,186.67,166.4,170.5,280053.96893369,0.006259999871253967
2020-04-21,170.39,174.93,168.44,171.07,169875.06657111,0.005709999799728393
2020-04-22,171.05,184.41,170.02,183.11,178433.47878367,0.006190000176429749
2020-04-23,183.1,194.86,178.44,185.66,271745.32794126,0.006129999756813049
2020-04-24,185.65,189.91,184.97,187.84,125300.66822971,0.005960000157356263
2020-04-25,187.92,198.2,185.97,194.42,147021.91304917,0.005960000157356263
2020-04-26,194.42,200.0,192.54,197.83,134905.32156149,0.005960000157356263
2020-04-27,197.8,199.41,189.6,196.78,165535.9963748,0.00656000018119812
2020-04-28,196.88,197.95,192.5,196.67,105608.41827873,0.006100000143051148
2020-04-29,196.64,219.59,196.64,215.66,377357.2932836,0.0062699997425079345
2020-04-30,215.74,227.5,202.3,206.23,410315.64169167,0.00621999979019165
2020-05-01,206.22,217.58,206.18,212.09,153088.48477931,0.006420000195503235
2020-05-02,212.08,215.59,210.57,214.25,86048.74335239,0.006420000195503235
2020-05-03,214.25,219.48,205.28,210.24,145164.74879656,0.006420000195503235
2020-05-04,210.24,210.96,195.17,206.86,209514.67319864,0.00637000024318695
2020-05-05,207.02,212.17,201.33,205.43,126463.17604265,0.006570000052452087
2020-05-06,205.5,211.21,198.18,199.26,172142.53654051,0.0071100002527236935
2020-05-07,199.1,215.99,196.82,212.47,259914.56415047,0.006309999823570251
2020-05-08,212.5,217.0,207.2,211.59,156564.17053734,0.006819999814033508
2020-05-09,211.65,214.79,208.27,210.0,120178.88081369,0.006819999814033508
2020-05-10,210.06,210.06,180.01,187.73,479238.22296594,0.006819999814033508
2020-05-11,187.65,193.77,176.43,185.93,266403.27205753,0.007260000109672546
2020-05-12,185.93,192.89,185.79,190.1,114408.63558372,0.006779999732971192
2020-05-13,189.93,201.59,188.36,199.92,145067.37490257,0.006489999890327454
2020-05-14,199.92,206.25,195.7,203.4,169935.22065409,0.006190000176429749
2020-05-15,203.4,204.3,191.35,194.7,145885.04950668,0.006399999856948852
2020-05-16,194.66,203.36,193.24,200.53,89046.63238362,0.006399999856948852
2020-05-17,200.5,210.0,199.1,207.05,114512.3105608,0.006399999856948852
2020-05-18,207.05,216.99,206.99,214.97,163043.28096713,0.007440000176429749
2020-05-19,214.86,215.84,209.22,214.71,98910.17410947,0.0071100002527236935
2020-05-20,214.8,215.5,205.1,209.96,104103.82197937,0.006800000071525574
2020-05-21,209.95,211.52,191.27,198.62,179532.29834323,0.006769999861717224
2020-05-22,198.61,209.28,196.12,207.32,129598.18331979,0.006570000052452087
2020-05-23,207.3,211.3,204.56,206.66,67466.85940148,0.006570000052452087
2020-05-24,206.61,210.67,199.3,199.63,106095.09791687,0.006570000052452087
2020-05-25,199.63,205.71,198.01,204.06,81997.29845547,0.006570000052452087
2020-05-26,204.13,205.03,196.65,200.91,100703.87164821,0.006980000138282776
2020-05-27,200.87,208.48,200.76,208.41,77179.58901738,0.006800000071525574
2020-05-28,208.41,220.68,204.5,220.44,146497.83268041,0.007049999833106994
2020-05-29,220.39,224.84,217.52,220.62,135620.52543794,0.006480000019073486
2020-05-30,220.55,247.36,218.33,243.84,254679.91896954,0.006480000019073486
2020-05-31,243.85,245.46,229.46,231.54,162582.98189044,0.006480000019073486
2020-06-01,231.43,251.46,230.59,248.41,216373.63959941,0.0066200000047683715
2020-06-02,248.42,253.6,225.6,237.71,270793.52134846,0.006800000071525574
2020-06-03,237.7,245.39,233.28,244.6,112638.13782506,0.007609999775886536
2020-06-04,244.59,246.73,236.17,243.18,159033.0192543,0.008199999928474427
2020-06-05,243.18,247.9,238.65,240.04,117168.70393642,0.009039999842643738
2020-06-06,240.04,244.52,237.67,241.92,60101.61055226,0.009039999842643738
2020-06-07,241.92,245.45,234.48,244.81,128372.56725763,0.009039999842643738
2020-06-08,244.79,247.97,240.82,246.55,93327.75056481,0.0088400000333786
2020-06-09,246.55,249.99,238.91,244.03,111405.53181014,0.008289999961853027
2020-06-10,244.04,250.56,242.13,248.16,142311.15342422,0.0074800002574920655
2020-06-11,248.27,250.26,225.2,230.15,240083.16277683,0.006529999971389771
2020-06-12,230.14,239.54,227.84,237.53,133036.84861839,0.0069900000095367435
2020-06-13,237.57,238.8,234.11,238.17,46315.99128011,0.0069900000095367435
2020-06-14,238.18,238.59,229.75,231.34,108186.66771876,0.0069900000095367435
2020-06-15,231.34,234.0,217.79,230.98,240181.57688417,0.007020000219345093
2020-06-16,230.96,236.02,228.78,235.34,86465.3143021,0.0075599998235702515
2020-06-17,235.35,237.0,227.5,233.71,89376.40701295,0.0073299998044967654
2020-06-18,233.69,234.5,227.37,231.05,64198.37536142,0.006940000057220459
2020-06-19,231.05,231.9,226.43,228.66,66279.2578057,0.006970000267028808
2020-06-20,228.67,230.67,225.5,228.8,44777.05564533,0.006970000267028808
2020-06-21,228.8,231.29,226.86,227.68,44083.75435657,0.006970000267028808
2020-06-22,227.7,246.95,227.2,243.23,166917.79861423,0.007039999961853028
2020-06-23,243.24,244.8,240.73,243.12,73617.26296542,0.007089999914169312
2020-06-24,243.08,249.04,230.66,234.44,145340.38961032,0.006840000152587891
2020-06-25,234.44,235.24,227.05,231.97,115681.75713751,0.006740000247955322
2020-06-26,231.94,233.25,227.3,229.44,82611.98976703,0.0063599997758865354
2020-06-27,229.45,231.1,215.16,220.76,131871.65434052,0.0063599997758865354
2020-06-28,220.74,227.93,217.35,224.76,67155.35599069,0.0063599997758865354
2020-06-29,224.94,229.98,220.98,227.81,81211.44620718,0.0063599997758865354
2020-06-30,227.81,228.69,222.93,225.48,57678.36075887,0.006529999971389771
2020-07-01,225.5,232.77,224.11,231.03,91282.48097,0.006819999814033508
2020-07-02,231.15,232.15,222.78,226.48,89324.15323347,0.006690000295639038
2020-07-03,226.43,228.26,224.31,225.06,67562.68650168,0.006690000295639038
2020-07-04,224.98,231.04,224.5,229.34,50798.99631699,0.006690000295639038
2020-07-05,229.34,229.93,223.5,227.67,45635.09435721,0.006690000295639038
2020-07-06,227.62,241.99,227.08,241.65,140881.46531449,0.006840000152587891
2020-07-07,241.71,243.82,234.55,239.37,84359.1623332,0.0064999997615814206
2020-07-08,239.37,249.0,237.91,247.14,135216.77486401,0.006529999971389771
2020-07-09,247.11,247.67,237.04,242.0,107698.9573371,0.0060500001907348635
2020-07-10,242.0,242.12,235.56,241.2,71281.88112286,0.006330000162124634
2020-07-11,241.26,241.58,237.43,239.17,38867.95249326,0.006330000162124634
2020-07-12,239.18,243.9,236.51,242.81,61521.88398572,0.006330000162124634
2020-07-13,242.81,245.37,236.97,239.44,123671.07492457,0.006399999856948852
2020-07-14,239.25,242.01,236.66,240.43,70522.17530535,0.006150000095367432
2020-07-15,240.4,241.44,236.36,238.33,116172.66592129,0.0062999999523162846
2020-07-16,238.35,239.16,229.77,233.41,143676.50946975,0.006119999885559082
2020-07-17,233.47,234.55,230.87,232.63,77645.60947152,0.0062800002098083495
2020-07-18,232.59,236.97,232.24,235.72,48348.08464248,0.0062800002098083495
2020-07-19,235.69,240.0,233.28,239.17,47600.88537256,0.0062800002098083495
2020-07-20,239.26,239.8,233.85,236.1,75335.42836551,0.006200000047683716
2020-07-21,236.12,247.18,235.77,245.65,132078.78763576,0.006069999933242798
2020-07-22,245.64,269.49,241.62,264.28,152721.59642151,0.005950000286102295
2020-07-23,264.28,282.6,260.1,275.68,309092.34216714,0.005820000171661377
2020-07-24,275.56,287.8,268.39,279.59,180943.23090308,0.005889999866485596
2020-07-25,279.66,310.0,279.62,305.66,245086.41093138,0.005889999866485596
2020-07-26,305.55,319.86,300.21,311.35,238205.01599146,0.005889999866485596
2020-07-27,311.43,334.34,311.38,322.24,412079.37629514,0.00609000027179718
2020-07-28,322.41,327.34,306.29,317.59,208395.56039785,0.005809999704360962
2020-07-29,317.52,325.85,312.66,318.16,166994.96333734,0.0057899999618530274
2020-07-30,318.15,342.4,314.52,335.31,175330.87646686,0.005410000085830689
2020-07-31,335.25,349.74,328.35,346.86,199448.47978816,0.005360000133514405
2020-08-01,346.86,394.0,343.75,387.4,308505.50003166,0.005360000133514405
2020-08-02,387.4,415.0,325.75,372.21,573146.54484066,0.005360000133514405
2020-08-03,372.19,399.69,366.34,386.22,246596.56665901,0.005630000233650207
2020-08-04,386.27,403.64,380.67,389.82,250989.95459676,0.005149999856948853
2020-08-05,389.76,408.0,383.86,401.21,208377.2177264,0.005429999828338623
2020-08-06,401.21,404.03,391.0,395.28,147321.25541594,0.005360000133514405
2020-08-07,395.28,398.57,362.88,379.75,258109.56327072,0.005619999766349792
2020-08-08,379.76,400.06,376.18,397.51,109615.57796907,0.005619999766349792
2020-08-09,397.5,401.0,384.02,390.41,144028.58904543,0.005619999766349792
2020-08-10,390.41,400.21,385.44,395.78,198449.18038811,0.005740000009536743
2020-08-11,395.77,398.3,364.77,378.88,231283.21718575,0.006579999923706055
2020-08-12,378.92,389.57,365.19,387.27,193171.5051413,0.006700000166893006
2020-08-13,387.27,432.94,376.46,424.94,363868.52826094,0.007160000205039978
2020-08-14,425.0,445.45,417.52,438.83,320572.96388462,0.007089999914169312
2020-08-15,438.83,443.33,428.0,432.55,170960.90077551,0.007089999914169312
2020-08-16,432.67,437.0,412.51,433.7,198013.6894012,0.007089999914169312
2020-08-17,433.71,447.5,420.5,431.5,221839.14358535,0.006830000281333923
2020-08-18,431.5,434.27,414.44,422.31,148682.30738539,0.006690000295639038
2020-08-19,422.31,426.97,393.75,407.59,212936.96902525,0.00675000011920929
2020-08-20,407.6,419.58,402.3,415.92,146536.51021535,0.00643999993801117
2020-08-21,415.92,418.92,385.0,388.05,218376.51497554,0.006399999856948852
2020-08-22,388.0,399.73,379.53,395.62,145453.08931908,0.006399999856948852
2020-08-23,395.52,400.0,383.67,390.9,79939.92783349,0.006399999856948852
2020-08-24,390.78,411.97,387.72,407.76,153521.94600679,0.006460000276565552
2020-08-25,407.76,409.31,369.36,383.33,189576.54223265,0.006819999814033508
2020-08-26,383.26,393.5,377.56,386.1,131417.52221164,0.0068699997663497925
2020-08-27,386.12,397.15,371.5,383.25,121889.95194935,0.007459999918937683
2020-08-28,383.27,398.16,379.67,395.47,123755.41938251,0.007289999723434448
2020-08-29,395.35,405.82,392.34,398.58,89963.76995825,0.007289999723434448
2020-08-30,398.57,429.9,398.24,428.94,170379.4456584,0.007289999723434448
2020-08-31,428.92,439.0,418.16,433.89,168619.80537213,0.006930000185966492
2020-09-01,433.88,488.95,429.66,475.57,333743.62207967,0.00671999990940094
2020-09-02,475.57,481.2,420.58,440.02,320308.05438354,0.0065100002288818355
2020-09-03,439.99,451.0,370.0,382.87,407832.29146336,0.00621999979019165
2020-09-04,382.15,400.5,359.0,388.96,286186.00739699,0.007210000157356262
2020-09-05,389.2,394.38,310.0,335.25,607878.87819331,0.007210000157356262
2020-09-06,335.25,360.61,316.43,352.77,266338.83290829,0.007210000157356262
2020-09-07,352.85,358.66,323.17,353.71,215514.08931085,0.007210000157356262
2020-09-08,353.71,357.01,325.36,337.48,209229.73612667,0.006840000152587891
2020-09-09,337.48,359.41,330.6,351.1,166730.61512655,0.00703000009059906
2020-09-10,351.11,377.79,350.23,368.06,217245.43576712,0.0068500000238418575
2020-09-11,367.94,375.38,355.81,373.93,132464.58690229,0.006690000295639038
2020-09-12,373.93,388.25,364.88,387.81,109437.79363532,0.006690000295639038
2020-09-13,387.82,390.41,353.58,366.58,164465.94392732,0.006690000295639038
2020-09-14,366.58,384.61,355.66,377.28,190573.77197746,0.006710000038146972
2020-09-15,377.27,382.76,362.5,364.2,170054.9627384,0.006790000200271607
2020-09-16,364.05,373.37,355.0,365.23,130167.7980122,0.0068699997663497925
2020-09-17,365.22,394.55,363.4,389.45,212965.41279613,0.006840000152587891
2020-09-18,389.52,392.69,375.19,384.64,163353.49313499,0.006940000057220459
2020-09-19,384.6,388.43,377.2,385.23,70257.87733175,0.006940000057220459
2020-09-20,385.25,385.31,364.89,370.69,89803.37071302,0.006940000057220459
2020-09-21,371.03,376.76,331.0,340.11,266795.43383713,0.006710000038146972
2020-09-22,340.36,346.84,335.57,344.26,125988.89838001,0.0066399997472763065
2020-09-23,344.25,344.64,313.0,320.63,190725.11444266,0.006759999990463257
2020-09-24,320.65,353.14,316.65,349.14,183245.45463309,0.006660000085830688
2020-09-25,349.14,358.12,337.63,352.11,126913.44997664,0.006589999794960022
2020-09-26,352.12,356.5,346.03,354.13,61035.01105045,0.006589999794960022
2020-09-27,354.01,362.86,347.05,357.55,80085.26429182,0.006589999794960022
2020-09-28,357.53,368.52,351.88,353.91,104212.37558644,0.006629999876022339
2020-09-29,353.68,360.59,350.19,359.9,116581.13501754,0.006449999809265136
2020-09-30,359.93,361.51,351.38,359.89,61528.3697469,0.006769999861717224
2020-10-01,360.01,370.25,345.01,352.9,123288.381776,0.006769999861717224
2020-10-02,352.84,354.25,334.19,345.7,152553.41162458,0.0069599997997283935
2020-10-03,345.74,351.2,343.71,346.18,39972.14867485,0.0069599997997283935
2020-10-04,346.18,354.35,344.08,352.48,57672.70466128,0.0069599997997283935
2020-10-05,352.42,356.12,348.69,353.73,53291.56083882,0.007620000243186951
2020-10-06,353.82,355.33,336.73,340.78,101113.66417348,0.007419999837875366
2020-10-07,340.8,342.83,332.87,341.68,95554.36544775,0.007850000262260437
2020-10-08,341.7,353.34,334.29,351.25,88039.97567275,0.007649999856948852
2020-10-09,351.17,368.7,347.15,365.36,116241.01508045,0.007749999761581421
2020-10-10,365.35,380.81,365.02,370.75,117309.72652529,0.007749999761581421
2020-10-11,370.73,377.49,369.02,374.38,55925.96138195,0.007749999761581421
2020-10-12,374.37,395.18,365.77,386.74,111464.29529211,0.007770000100135803
2020-10-13,386.77,387.88,374.29,381.37,84543.6186979,0.007269999980926514
2020-10-14,381.37,387.63,373.29,378.97,80200.71716699,0.0072200000286102295
2020-10-15,379.01,381.99,370.06,377.94,68915.97860381,0.00731000006198883
2020-10-16,377.89,380.0,361.38,365.57,106263.28472121,0.007440000176429749
2020-10-17,365.57,370.57,363.56,368.48,41868.07115942,0.007440000176429749
2020-10-18,368.48,378.69,367.31,378.58,42509.2101992,0.007440000176429749
2020-10-19,378.56,384.69,372.89,379.36,69957.45766229,0.007609999775886536
2020-10-20,379.53,380.9,363.01,368.81,84940.26982272,0.00796999990940094
2020-10-21,368.81,402.62,368.06,391.53,249849.80700571,0.008159999847412109
2020-10-22,391.36,421.47,391.33,414.7,182333.508395,0.008479999899864197
2020-10-23,414.64,419.48,401.51,409.52,124844.52058112,0.008410000205039979
2020-10-24,409.55,417.0,407.4,412.58,68349.19907782,0.008410000205039979
2020-10-25,412.58,417.86,402.92,406.46,53762.84086586,0.008410000205039979
2020-10-26,406.32,411.47,382.21,393.12,129676.34185848,0.008009999990463257
2020-10-27,393.07,411.77,390.35,404.55,108903.27558482,0.007779999971389771
2020-10-28,404.56,409.52,380.5,388.63,128255.13819075,0.00781000018119812
2020-10-29,388.59,394.0,380.75,387.6,104421.73544657,0.008349999785423279
2020-10-30,387.49,392.16,373.4,382.77,107710.17276225,0.008600000143051147
2020-10-31,382.77,394.0,380.76,386.74,76755.21020838,0.008600000143051147
2020-11-01,386.72,397.65,385.09,396.91,49385.47176829,0.008600000143051147
2020-11-02,396.91,404.57,378.36,383.33,128275.51088227,0.008489999771118164
2020-11-03,383.33,390.35,370.5,388.32,105339.73002582,0.008820000290870666
2020-11-04,388.33,409.0,376.64,403.18,214751.18285099,0.007680000066757202
2020-11-05,403.19,421.25,396.43,417.17,248936.20591844,0.007760000228881836
2020-11-06,417.29,458.92,415.57,456.65,357787.28499666,0.008199999928474427
2020-11-07,456.69,468.98,423.0,435.73,297289.78479728,0.008199999928474427
2020-11-08,435.59,460.57,432.65,454.61,111199.12192081,0.008199999928474427
2020-11-09,454.61,460.0,433.83,444.81,171387.94473541,0.009580000042915345
2020-11-10,444.84,455.51,439.36,450.89,132863.6764641,0.00972000002861023
2020-11-11,450.89,476.8,449.95,463.79,195694.06578762,0.009580000042915345
2020-11-12,463.75,470.56,452.07,462.98,180116.97555794,0.008849999904632568
2020-11-13,462.91,478.31,457.64,477.14,134796.05936368,0.008930000066757203
2020-11-14,477.15,478.0,452.17,461.16,114594.78378366,0.008930000066757203
2020-11-15,461.21,463.24,439.77,448.58,89217.75628557,0.008930000066757203
2020-11-16,448.6,466.21,445.91,460.85,112980.26100088,0.00906000018119812
2020-11-17,460.87,485.0,460.05,482.68,196041.73514216,0.00871999979019165
2020-11-18,482.75,495.68,456.5,478.96,296492.09128068,0.008820000290870666
2020-11-19,479.0,480.99,465.18,471.92,131594.48266392,0.008539999723434449
2020-11-20,471.92,514.73,471.07,510.43,296509.77452923,0.008289999961853027
2020-11-21,510.6,554.28,502.82,553.07,287728.12781004,0.008289999961853027
2020-11-22,553.06,581.8,511.16,560.82,403902.15612966,0.008289999961853027
2020-11-23,560.78,611.43,550.0,609.26,444789.07944749,0.008569999933242797
2020-11-24,609.26,623.22,587.25,605.45,387478.59472708,0.008820000290870666
2020-11-25,605.45,606.49,554.0,568.79,255508.1788265,0.008780000209808349
2020-11-26,569.19,577.0,480.08,520.34,614152.35686943,0.008780000209808349
2020-11-27,520.35,531.41,493.51,519.07,199205.09175665,0.008420000076293946
2020-11-28,519.04,548.83,505.01,538.11,166450.43752162,0.008420000076293946
2020-11-29,537.97,577.55,531.0,576.76,139940.81576302,0.008420000076293946
2020-11-30,576.9,617.0,571.11,617.0,313418.9868296,0.00843999981880188
2020-12-01,617.0,636.53,563.01,586.03,373179.79775575,0.009340000152587891
2020-12-02,585.87,604.96,575.08,597.35,136242.16440789,0.009480000138282776
2020-12-03,597.03,624.57,586.11,616.65,168346.30401374,0.009200000166893006
2020-12-04,616.46,620.56,566.0,567.6,195480.70629191,0.00968999981880188
2020-12-05,567.76,597.88,561.15,597.29,95956.77136123,0.00968999981880188
2020-12-06,597.29,607.46,583.31,601.95,101652.72670304,0.00968999981880188
2020-12-07,601.97,603.4,584.54,591.47,79196.58540342,0.009279999732971191
2020-12-08,591.53,595.47,548.12,554.79,173888.79056355,0.00912999987602234
2020-12-09,554.8,578.67,530.32,573.38,246145.836363,0.00940999984741211
2020-12-10,573.26,575.62,547.83,559.45,117320.21056794,0.009079999923706054
2020-12-11,559.33,560.62,535.5,544.23,173696.26025699,0.008930000066757203
2020-12-12,544.51,574.33,543.22,568.64,101618.14658727,0.008930000066757203
2020-12-13,568.64,595.21,563.79,590.75,105159.23425191,0.008930000066757203
2020-12-14,590.45,591.71,575.58,586.39,103488.31631148,0.008920000195503234
2020-12-15,586.4,597.04,579.15,589.08,95567.38638129,0.009229999780654908
2020-12-16,589.08,639.58,581.21,637.98,261818.28860235,0.009200000166893006
2020-12-17,637.91,677.05,626.79,643.37,430253.08270837,0.009300000071525573
2020-12-18,643.26,664.46,629.59,654.66,177136.01903836,0.009480000138282776
2020-12-19,654.66,672.06,646.54,658.96,186815.55508677,0.009480000138282776
2020-12-20,658.8,661.4,621.46,638.4,164504.33582055,0.009480000138282776
2020-12-21,638.19,648.35,596.9,608.07,267136.10267039,0.00940999984741211
2020-12-22,608.07,638.5,587.54,636.82,207333.55726725,0.009179999828338623
2020-12-23,636.73,638.75,551.45,585.11,328147.46529268,0.009549999833106995
2020-12-24,585.37,614.99,565.61,612.27,213890.61477265,0.009279999732971191
2020-12-25,612.25,633.97,604.26,626.75,158871.75321373,0.009279999732971191
2020-12-26,626.71,652.7,615.22,636.52,195895.6773533,0.009279999732971191
2020-12-27,636.85,714.99,625.01,684.12,436385.25431205,0.009279999732971191
2020-12-28,684.11,747.0,680.9,729.7,397946.53045409,0.009330000281333923
2020-12-29,729.65,739.66,688.0,731.76,295088.40177823,0.009350000023841858
2020-12-30,731.79,759.0,717.0,752.86,238441.21767564,0.009259999990463256
2020-12-31,752.87,755.9,724.0,737.67,217610.26070386,0.009169999957084656
2021-01-01,737.89,750.0,717.1,730.99,198060.44209411,0.009169999957084656
2021-01-02,730.97,789.21,715.22,775.3,368899.31941969,0.009169999957084656
2021-01-03,775.29,1015.14,770.0,980.44,858743.81908511,0.009169999957084656
2021-01-04,980.44,1168.99,886.33,1042.38,1103882.9026854,0.009169999957084656
2021-01-05,1042.24,1136.93,975.0,1103.73,858495.88816745,0.009549999833106995
2021-01-06,1103.71,1215.98,1058.32,1212.02,821084.91284462,0.010420000553131104
2021-01-07,1212.68,1291.94,1140.0,1227.34,661416.03292889,0.010709999799728394
2021-01-08,1227.55,1275.0,1063.18,1217.35,781425.78426996,0.011050000190734863
2021-01-09,1217.31,1310.0,1172.86,1281.45,434123.02634182,0.011050000190734863
2021-01-10,1281.25,1350.88,1153.0,1255.13,670103.5931583,0.011050000190734863
2021-01-11,1255.1,1260.24,905.0,1088.79,1556217.07756248,0.011319999694824218
2021-01-12,1088.55,1150.0,1006.83,1049.79,656376.70350396,0.011380000114440918
2021-01-13,1050.46,1137.75,980.0,1130.8,504920.57439418,0.010880000591278076
2021-01-14,1130.79,1246.99,1087.05,1231.32,438467.28987015,0.01128999948501587
2021-01-15,1231.59,1255.59,1065.0,1168.1,578841.8829192,0.01097000002861023
2021-01-16,1169.04,1294.0,1152.3,1227.14,422140.39314774,0.01097000002861023
2021-01-17,1227.76,1268.83,1165.78,1232.99,295103.60231119,0.01097000002861023
2021-01-18,1232.6,1261.0,1181.9,1258.48,287749.94730348,0.01097000002861023
2021-01-19,1258.55,1440.0,1252.01,1368.04,709702.99933138,0.010920000076293946
2021-01-20,1367.7,1408.5,1234.01,1376.88,596370.07168489,0.010900000333786011
2021-01-21,1377.15,1390.0,1081.0,1110.62,789194.34468025,0.011089999675750733
2021-01-22,1110.61,1275.99,1039.62,1233.6,758560.99547401,0.010909999608993531
